阿Ｑ/null/null/a1,Ｑ/null/null/
裱糊/null/null/biao3,hu2/null/null/
憋闷/null/null/bie1,men4/null/null/
别本/null/null/bie2,ben3/null/null/
别称/null/null/bie2,cheng1/null/null/
别处/null/null/bie2,chu4/null/null/
别传/null/null/bie2,zhuan4/null/null/
别个/null/null/bie2,ge4/null/null/
别馆/null/null/bie2,guan3/null/null/
别管/null/null/bie2,guan3/null/null/
别国/null/null/bie2,guo2/null/null/
别号/null/null/bie2,hao4/null/null/
别集/null/null/bie2,ji2/null/null/
别家/null/null/bie2,jia1/null/null/
别价/null/null/bie2,jia4/null/null/
别离/null/null/bie2,li2/null/null/
别论/null/null/bie2,lun4/null/null/
别忙/null/null/bie2,mang2/null/null/
别名/null/null/bie2,ming2/null/null/
别扭/null/null/bie4,niu3/null/null/
别情/null/null/bie2,qing2/null/null/
别趣/null/null/bie2,qu4/null/null/
别人/null/null/bie2,ren2/null/null/
别史/null/null/bie2,shi3/null/null/
别是/null/null/bie2,shi4/null/null/
别墅/null/null/bie2,shu4/null/null/
别说/null/null/bie2,shuo1/null/null/
别提/null/null/bie2,ti2/null/null/
别体/null/null/bie2,ti3/null/null/
别样/null/null/bie2,yang4/null/null/
别绪/null/null/bie2,xu4/null/null/
别业/null/null/bie2,ye4/null/null/
别致/null/null/bie2,zhi4/null/null/
别针/null/null/bie2,zhen1/null/null/
别字/null/null/bie2,zi4/null/null/
别嘴/null/null/bie2,zui3/null/null/
瘪三/null/null/bie1,san1/null/null/
宾从/null/null/bin1,cong2/null/null/
宾服/null/null/bin1,fu2/null/null/
傧相/null/null/bin1,xiang4/null/null/
槟榔/null/null/bing1,lang2/null/null/
槟子/null/null/bin1,zi3/null/null/
殡车/null/null/bin4,che1/null/null/
鬓发/null/null/bin4,fa4/null/null/
髌骨/null/null/bin4,gu3/null/null/
鬓角/null/null/bin4,jiao3/null/null/
冰场/null/null/bing1,chang3/null/null/
冰斗/null/null/bing1,dou3/null/null/
冰棍/null/null/bing1,gun4/null/null/
冰凉/null/null/bing1,liang2/null/null/
冰溜/null/null/bing1,iu1/null/null/
冰排/null/null/bing1,pai2/null/null/
冰片/null/null/bing1,pian4/null/null/
冰期/null/null/bing1,qi1/null/null/
兵差/null/null/bing1,chai1/null/null/
兵车/null/null/bing1,che1/null/null/
兵丁/null/null/bing1,ding1/null/null/
兵家/null/null/bing1,jia1/null/null/
兵员/null/null/bing1,yuan2/null/null/
兵卒/null/null/bing1,zu2/null/null/
兵种/null/null/bing1,zhong3/null/null/
丙丁/null/null/bing3,ding1/null/null/
丙纶/null/null/bing3,lun2/null/null/
秉正/null/null/bing3,zheng4/null/null/
饼铛/null/null/bing3,cheng1/null/null/
饼干/null/null/bing3,gan1/null/null/
禀帖/null/null/bing3,tie3/null/null/
并称/null/null/bing4,cheng1/null/null/
并存/null/null/bing4,cun2/null/null/
并处/null/null/bing4,chu3/null/null/
并蒂/null/null/bing4,di4/null/null/
并发/null/null/bing4,fa1/null/null/
并轨/null/null/bing4,gui3/null/null/
并合/null/null/bing4,he2/null/null/
并肩/null/null/bing4,jian1/null/null/
并进/null/null/bing4,jin4/null/null/
并举/null/null/bing4,ju3/null/null/
并立/null/null/bing4,li4/null/null/
并力/null/null/bing4,li4/null/null/
并联/null/null/bing4,lian2/null/null/
并列/null/null/bing4,lie4/null/null/
并拢/null/null/bing4,long3/null/null/
并排/null/null/bing4,pai2/null/null/
并且/null/null/bing4,qie3/null/null/
并入/null/null/bing4,ru4/null/null/
并吞/null/null/bing4,tun1/null/null/
并网/null/null/bing4,wang3/null/null/
并行/null/null/bing4,xing2/null/null/
并用/null/null/bing4,yong4/null/null/
并置/null/null/bing4,zhi4/null/null/
并重/null/null/bing4,zhong4/null/null/
病毒/null/null/bing4,du2/null/null/
病体/null/null/bing4,ti3/null/null/
病员/null/null/bing4,yuan2/null/null/
病症/null/null/bing4,zheng4/null/null/
病重/null/null/bing4,zhong4/null/null/
拨发/null/null/bo1,fa1/null/null/
拨给/null/null/bo1,gei3/null/null/
拨号/null/null/bo1,hao4/null/null/
拨拉/null/null/bo1,la1/null/null/
拨弄/null/null/bo1,nong4/null/null/
拨转/null/null/bo1,zhuan3/null/null/
波长/null/null/bo1,chang2/null/null/
波纹/null/null/bo1,wen2/null/null/
波折/null/null/bo1,zhe2/null/null/
剥除/null/null/bao1,chu2/null/null/
剥剥/null/null/bao1,bao1/null/null/
剥夺/null/null/bo1,duo2/null/null/
剥壳/null/null/bao1,ke2/null/null/
剥离/null/null/bo1,li2/null/null/
剥取/null/null/bao1,qu3/null/null/
剥皮/null/null/bao1,pi2/null/null/
剥落/null/null/bo1,luo4/null/null/
剥蚀/null/null/bo1,shi2/null/null/
剥脱/null/null/bao1,tuo1/null/null/
剥削/null/null/bo1,xue1/null/null/
脖颈/null/null/bo2,geng3/null/null/
播发/null/null/bo1,fa1/null/null/
播弄/null/null/bo1,nong4/null/null/
播散/null/null/bo1,san4/null/null/
播种/null/null/bo1,zhong3/null/null/
伯伯/null/null/bo2,bo/null/null/
伯德/null/null/bo2,de2/null/null/
伯公/null/null/bo2,gong1/null/null/
伯父/null/null/bo2,fu4/null/null/
伯爵/null/null/bo2,jue2/null/null/
伯劳/null/null/bo2,lao2/null/null/
伯乐/null/null/bo2,le4/null/null/
伯母/null/null/bo2,mu3/null/null/
伯婆/null/null/bo2,po2/null/null/
伯仲/null/null/bo2,zhong4/null/null/
伯祖/null/null/bo2,zu3/null/null/
驳倒/null/null/bo2,dao3/null/null/
驳论/null/null/bo2,lun4/null/null/
泊车/null/null/bo2,che1/null/null/
泊地/null/null/po1,di4/null/null/
泊位/null/null/bo2,wei4/null/null/
勃勃/null/null/bo2,bo2/null/null/
勃发/null/null/bo2,fa1/null/null/
勃起/null/null/bo2,qi3/null/null/
勃然/null/null/bo2,ran2/null/null/
勃兴/null/null/bo2,xing1/null/null/
博采/null/null/bo2,cai3/null/null/
博大/null/null/bo2,da4/null/null/
博得/null/null/bo2,de/null/null/
博识/null/null/bo2,shi2/null/null/
搏斗/null/null/bo2,dou4/null/null/
薄板/null/null/bao2,ban3/null/null/
薄饼/null/null/bao2,bing3/null/null/
薄薄/null/null/bao2,bao2/null/null/
薄层/null/null/bao2,ceng2/null/null/
薄产/null/null/bo2,chan3/null/null/
薄脆/null/null/bao2,cui4/null/null/
薄待/null/null/bo2,dai4/null/null/
薄荷/null/null/bo4,he/null/null/
薄技/null/null/bo2,ji4/null/null/
薄酒/null/null/bo2,jiu3/null/null/
薄利/null/null/bo2,li4/null/null/
薄面/null/null/bao2,mian4/null/null/
薄命/null/null/bo2,ming4/null/null/
薄暮/null/null/bo2,mu4/null/null/
薄情/null/null/bo2,qing2/null/null/
薄片/null/null/bao2,pian4/null/null/
薄膜/null/null/bao2,mo2/null/null/
薄弱/null/null/bo2,ruo4/null/null/
薄纱/null/null/bao2,sha1/null/null/
薄田/null/null/bo2,tian2/null/null/
薄雾/null/null/bo2,wu4/null/null/
薄晓/null/null/bo2,xiao3/null/null/
薄幸/null/null/bo2,xing4/null/null/
薄葬/null/null/bao2,zang4/null/null/
跛行/null/null/bo3,xing2/null/null/
簸箕/null/null/bo4,ji/null/null/
簸荡/null/null/bo3,dang4/null/null/
簸动/null/null/bo3,dong4/null/null/
簸弄/null/null/bo3,nong4/null/null/
擘划/null/null/bo4,hua4/null/null/
簸箩/null/null/bo3,luo2/null/null/
擘画/null/null/bo4,hua4/null/null/
卜辞/null/null/bu3,ci2/null/null/
卜卦/null/null/bu3,gua4/null/null/
卜居/null/null/bu3,ju1/null/null/
卜骨/null/null/bu3,gu3/null/null/
卜筮/null/null/bu3,shi4/null/null/
补差/null/null/bu3,cha4/null/null/
补钉/null/null/bu3,ding1/null/null/
补丁/null/null/bu3,ding1/null/null/
补发/null/null/bu3,fa1/null/null/
补给/null/null/bu3,ji3/null/null/
补过/null/null/bu3,guo4/null/null/
补角/null/null/bu3,jiao3/null/null/
补假/null/null/bu3,jia4/null/null/
补票/null/null/bu3,piao4/null/null/
补台/null/null/bu3,tai2/null/null/
补血/null/null/bu3,xue4/null/null/
补休/null/null/bu3,xiu1/null/null/
补语/null/null/bu3,yu3/null/null/
补正/null/null/bu3,zheng4/null/null/
补种/null/null/bu3,zhong4/null/null/
补助/null/null/bu3,zhu4/null/null/
捕食/null/null/bu3,shi2/null/null/
捕头/null/null/bu3,tou2/null/null/
不碍/null/null/bu4,ai4/null/null/
不安/null/null/bu4,an1/null/null/
不备/null/null/bu4,bei4/null/null/
不比/null/null/bu4,bi3/null/null/
不报/null/null/bu4,bao4/null/null/
不必/null/null/bu4,bi4/null/null/
不便/null/null/bu4,bian4/null/null/
不避/null/null/bu4,bi4/null/null/
不变/null/null/bu4,bian4/null/null/
不才/null/null/bu4,cai2/null/null/
不测/null/null/bu4,ce4/null/null/
不常/null/null/bu4,chang2/null/null/
不差/null/null/bu4,cha4/null/null/
不成/null/null/bu4,cheng2/null/null/
不逞/null/null/bu4,cheng3/null/null/
不吃/null/null/bu4,chi1/null/null/
不齿/null/null/bu4,chi3/null/null/
不啻/null/null/bu4,chi4/null/null/
不耻/null/null/bu4,chi3/null/null/
不纯/null/null/bu4,chun2/null/null/
不辍/null/null/bu4,chuo4/null/null/
不辞/null/null/bu4,ci2/null/null/
不错/null/null/bu4,cuo4/null/null/
不大/null/null/bu4,da4/null/null/
不待/null/null/bu4,dai4/null/null/
不丹/null/null/bu4,dan1/null/null/
不单/null/null/bu4,dan1/null/null/
不当/null/null/bu4,dang4/null/null/
不但/null/null/bu4,dan4/null/null/
不到/null/null/bu2,dao4/null/null/
不得/null/null/bu4,de2/null/null/
不等/null/null/bu4,deng3/null/null/
不敌/null/null/bu4,di2/null/null/
不迭/null/null/bu4,die2/null/null/
不定/null/null/bu4,ding4/null/null/
不端/null/null/bu4,duan1/null/null/
不独/null/null/bu4,du2/null/null/
不断/null/null/bu4,duan4/null/null/
不对/null/null/bu2,dui4/null/null/
不二/null/null/bu4,er4/null/null/
不乏/null/null/bu4,fa2/null/null/
不法/null/null/bu4,fa3/null/null/
不犯/null/null/bu4,fan4/null/null/
不凡/null/null/bu4,fan2/null/null/
不妨/null/null/bu4,fang2/null/null/
不分/null/null/bu4,fen1/null/null/
不忿/null/null/bu4,fen4/null/null/
不服/null/null/bu4,fu2/null/null/
不符/null/null/bu4,fu2/null/null/
不甘/null/null/bu4,gan1/null/null/
不该/null/null/bu4,gai1/null/null/
不干/null/null/bu4,gan4/null/null/
不敢/null/null/bu4,gan3/null/null/
不公/null/null/bu4,gong1/null/null/
不恭/null/null/bu4,gong1/null/null/
不苟/null/null/bu4,gou3/null/null/
不够/null/null/bu4,gou4/null/null/
不顾/null/null/bu4,gu4/null/null/
不关/null/null/bu4,guan1/null/null/
不管/null/null/bu4,guan3/null/null/
不轨/null/null/bu4,gui3/null/null/
不光/null/null/bu4,guang1/null/null/
不果/null/null/bu4,guo3/null/null/
不过/null/null/bu4,guo4/null/null/
不好/null/null/bu4,hao3/null/null/
不合/null/null/bu4,he2/null/null/
不和/null/null/bu4,he2/null/null/
不遑/null/null/bu4,huang2/null/null/
不会/null/null/bu2,hui4/null/null/
不讳/null/null/bu4,hui4/null/null/
不惑/null/null/bu4,huo4/null/null/
不羁/null/null/bu4,ji1/null/null/
不计/null/null/bu4,ji4/null/null/
不及/null/null/bu4,ji2/null/null/
不济/null/null/bu4,ji4/null/null/
不佳/null/null/bu4,jia1/null/null/
不假/null/null/bu4,jia3/null/null/
不减/null/null/bu4,jian3/null/null/
不检/null/null/bu4,jian3/null/null/
不见/null/null/bu2,jian4/null/null/
不洁/null/null/bu4,jie2/null/null/
不解/null/null/bu4,jie3/null/null/
不仅/null/null/bu4,jin3/null/null/
不尽/null/null/bu4,jin4/null/null/
不禁/null/null/bu4,jin1/null/null/
不敬/null/null/bu4,jing4/null/null/
不拘/null/null/bu4,ju1/null/null/
不久/null/null/bu4,jiu3/null/null/
不具/null/null/bu4,ju4/null/null/
不倦/null/null/bu4,juan4/null/null/
不觉/null/null/bu4,jue2/null/null/
不均/null/null/bu4,jun1/null/null/
不堪/null/null/bu4,kan1/null/null/
不可/null/null/bu4,ke3/null/null/
不克/null/null/bu4,ke4/null/null/
不肯/null/null/bu4,ken3/null/null/
不快/null/null/bu4,kuai4/null/null/
不愧/null/null/bu4,kui4/null/null/
不赖/null/null/bu4,lai4/null/null/
不理/null/null/bu4,li3/null/null/
不力/null/null/bu4,li4/null/null/
不利/null/null/bu4,li4/null/null/
不良/null/null/bu4,liang2/null/null/
不了/null/null/bu4,liao3/null/null/
不料/null/null/bu4,liao4/null/null/
不吝/null/null/bu4,lin4/null/null/
不灵/null/null/bu4,ling2/null/null/
不论/null/null/bu4,lun4/null/null/
不满/null/null/bu4,man3/null/null/
不毛/null/null/bu4,mao2/null/null/
不免/null/null/bu4,mian3/null/null/
不妙/null/null/bu4,miao4/null/null/
不敏/null/null/bu4,min3/null/null/
不明/null/null/bu4,ming2/null/null/
不耐/null/null/bu4,nai4/null/null/
不能/null/null/bu4,neng2/null/null/
不宁/null/null/bu4,ning2/null/null/
不佞/null/null/bu4,ning4/null/null/
不怕/null/null/bu4,pa4/null/null/
不配/null/null/bu4,pei4/null/null/
不平/null/null/bu4,ping2/null/null/
不期/null/null/bu4,qi1/null/null/
不齐/null/null/bu4,qi2/null/null/
不起/null/null/bu4,qi3/null/null/
不巧/null/null/bu4,qiao3/null/null/
不屈/null/null/bu4,qu1/null/null/
不然/null/null/bu4,ran2/null/null/
不让/null/null/bu4,rang4/null/null/
不仁/null/null/bu4,ren2/null/null/
不忍/null/null/bu4,ren3/null/null/
不容/null/null/bu4,rong2/null/null/
不日/null/null/bu4,ri4/null/null/
不如/null/null/bu4,ru2/null/null/
不若/null/null/bu4,ruo4/null/null/
不少/null/null/bu4,shao3/null/null/
不善/null/null/bu4,shan4/null/null/
不舍/null/null/bu4,she3/null/null/
不甚/null/null/bu4,shen4/null/null/
不慎/null/null/bu4,shen4/null/null/
不胜/null/null/bu4,sheng4/null/null/
不时/null/null/bu4,shi2/null/null/
不实/null/null/bu4,shi2/null/null/
不是/null/null/bu2,shi4/null/null/
不适/null/null/bu4,shi4/null/null/
不熟/null/null/bu4,shu2/null/null/
不衰/null/null/bu4,shuai1/null/null/
不爽/null/null/bu4,shuang3/null/null/
不俗/null/null/bu4,su2/null/null/
不算/null/null/bu4,suan4/null/null/
不遂/null/null/bu4,sui2/null/null/
不听/null/null/bu4,ting1/null/null/
不通/null/null/bu4,tong1/null/null/
不同/null/null/bu4,tong2/null/null/
不妥/null/null/bu4,tuo3/null/null/
不图/null/null/bu4,tu2/null/null/
不外/null/null/bu4,wai4/null/null/
不枉/null/null/bu4,wang3/null/null/
不韪/null/null/bu4,wei3/null/null/
不惟/null/null/bu4,wei2/null/null/
不文/null/null/bu4,wen2/null/null/
不问/null/null/bu4,wen4/null/null/
不稳/null/null/bu4,wen3/null/null/
不无/null/null/bu4,wu2/null/null/
不息/null/null/bu4,xi1/null/null/
不惜/null/null/bu4,xi1/null/null/
不暇/null/null/bu4,xia2/null/null/
不下/null/null/bu4,xia4/null/null/
不详/null/null/bu4,xiang2/null/null/
不祥/null/null/bu4,xiang2/null/null/
不想/null/null/bu4,xiang3/null/null/
不象/null/null/bu4,xiang4/null/null/
不像/null/null/bu4,xiang4/null/null/
不消/null/null/bu4,xiao1/null/null/
不孝/null/null/bu4,xiao4/null/null/
不肖/null/null/bu4,xiao4/null/null/
不懈/null/null/bu4,xie4/null/null/
不屑/null/null/bu4,xie4/null/null/
不信/null/null/bu4,xin4/null/null/
不兴/null/null/bu4,xing1/null/null/
不行/null/null/bu4,xing2/null/null/
不幸/null/null/bu4,xing4/null/null/
不休/null/null/bu4,xiu1/null/null/
不朽/null/null/bu4,xiu3/null/null/
不修/null/null/bu4,xiu1/null/null/
不须/null/null/bu4,xu1/null/null/
不许/null/null/bu4,xu3/null/null/
不恤/null/null/bu4,xu4/null/null/
不逊/null/null/bu4,xun4/null/null/
不雅/null/null/bu4,ya3/null/null/
不厌/null/null/bu4,yan4/null/null/
不扬/null/null/bu4,yang2/null/null/
不要/null/null/bu2,yao4/null/null/
不一/null/null/bu4,yi1/null/null/
不依/null/null/bu4,yi1/null/null/
不宜/null/null/bu4,yi2/null/null/
不已/null/null/bu4,yi3/null/null/
不义/null/null/bu2,yi4/null/null/
不亦/null/null/bu4,yi4/null/null/
不易/null/null/bu4,yi4/null/null/
不意/null/null/bu4,yi4/null/null/
不用/null/null/bu4,yong4/null/null/
不由/null/null/bu4,you2/null/null/
不虞/null/null/bu4,yu2/null/null/
不育/null/null/bu4,yu4/null/null/
不遇/null/null/bu4,yu4/null/null/
不再/null/null/bu4,zai4/null/null/
不孕/null/null/bu4,yun4/null/null/
不曾/null/null/bu4,ceng2/null/null/
不在/null/null/bu4,zai4/null/null/
不振/null/null/bu4,zhen4/null/null/
不争/null/null/bu4,zheng1/null/null/
不支/null/null/bu4,zhi1/null/null/
不正/null/null/bu4,zheng4/null/null/
不值/null/null/bu4,zhi2/null/null/
不止/null/null/bu4,zhi3/null/null/
不只/null/null/bu4,zhi3/null/null/
不治/null/null/bu4,zhi4/null/null/
不致/null/null/bu4,zhi4/null/null/
不智/null/null/bu4,zhi4/null/null/
不中/null/null/bu4,zhong1/null/null/
不周/null/null/bu4,zhou1/null/null/
不足/null/null/bu4,zu2/null/null/
不住/null/null/bu2,zhu4/null/null/
不准/null/null/bu4,zhun3/null/null/
布丁/null/null/bu4,ding1/null/null/
布景/null/null/bu4,jing3/null/null/
布头/null/null/bu4,tou2/null/null/
步调/null/null/bu4,diao4/null/null/
步行/null/null/bu4,xing2/null/null/
部长/null/null/bu4,zhang3/null/null/
部分/null/null/bu4,fen4/null/null/
部将/null/null/bu4,jiang4/null/null/
部落/null/null/bu4,luo4/null/null/
部头/null/null/bu4,tou2/null/null/
部属/null/null/bu4,shu3/null/null/
部委/null/null/bu4,wei3/null/null/
簿册/null/null/bu4,ce4/null/null/
簿籍/null/null/bu4,ji2/null/null/
簿记/null/null/bu4,ji4/null/null/
簿子/null/null/bu4,zi3/null/null/
擦背/null/null/ca1,bei4/null/null/
猜度/null/null/cai1,duo2/null/null/
擦洗/null/null/ca1,xi3/null/null/
才分/null/null/cai2,fen4/null/null/
才华/null/null/cai2,hua2/null/null/
才干/null/null/cai2,gan4/null/null/
才能/null/null/cai2,neng2/null/null/
才女/null/null/cai2,nv3/null/null/
才识/null/null/cai2,shi2/null/null/
才思/null/null/cai2,si1/null/null/
财会/null/null/cai2,kuai4/null/null/
裁并/null/null/cai2,bing4/null/null/
裁度/null/null/cai2,duo2/null/null/
裁处/null/null/cai2,chu3/null/null/
裁缝/null/null/cai2,feng2/null/null/
裁量/null/null/cai2,liang4/null/null/
采办/null/null/cai3,ban4/null/null/
裁员/null/null/cai2,yuan2/null/null/
采采/null/null/cai3,cai3/null/null/
采茶/null/null/cai3,cha2/null/null/
采访/null/null/cai3,fang3/null/null/
采伐/null/null/cai3,fa2/null/null/
采风/null/null/cai3,feng1/null/null/
采购/null/null/cai3,gou4/null/null/
采集/null/null/cai3,ji2/null/null/
采花/null/null/cai3,hua1/null/null/
采光/null/null/cai3,guang1/null/null/
采掘/null/null/cai3,jue2/null/null/
采矿/null/null/cai3,kuang4/null/null/
采买/null/null/cai3,mai3/null/null/
采录/null/null/cai3,lu4/null/null/
采煤/null/null/cai3,mei2/null/null/
采纳/null/null/cai3,na4/null/null/
采暖/null/null/cai3,nuan3/null/null/
采区/null/null/cai3,qu1/null/null/
采取/null/null/cai3,qu3/null/null/
采桑/null/null/cai3,sang1/null/null/
采石/null/null/cai3,shi2/null/null/
采食/null/null/cai3,shi2/null/null/
采收/null/null/cai3,shou1/null/null/
采撷/null/null/cai3,xie2/null/null/
采写/null/null/cai3,xie3/null/null/
采样/null/null/cai3,yang4/null/null/
采药/null/null/cai3,yao4/null/null/
采邑/null/null/cai4,yi4/null/null/
采用/null/null/cai3,yong4/null/null/
采油/null/null/cai3,you2/null/null/
采运/null/null/cai3,yun4/null/null/
采择/null/null/cai3,ze2/null/null/
采制/null/null/cai3,zhi4/null/null/
