阿Ｑ/null/null/a1,Ｑ
不才/null/null/bu4,cai2
不测/null/null/bu4,ce4
不常/null/null/bu4,chang2
不差/null/null/bu4,cha4
不成/null/null/bu4,cheng2
不逞/null/null/bu4,cheng3
不吃/null/null/bu4,chi1
不齿/null/null/bu4,chi3
不啻/null/null/bu4,chi4
不耻/null/null/bu4,chi3
不纯/null/null/bu4,chun2
不辍/null/null/bu4,chuo4
不辞/null/null/bu4,ci2
不错/null/null/bu4,cuo4
不大/null/null/bu4,da4
不待/null/null/bu4,dai4
不丹/null/null/bu4,dan1
不单/null/null/bu4,dan1
不当/null/null/bu4,dang4
不但/null/null/bu4,dan4
不到/null/null/bu2,dao4
不得/null/null/bu4,de2
不等/null/null/bu4,deng3
不敌/null/null/bu4,di2
不迭/null/null/bu4,die2
不定/null/null/bu4,ding4
不端/null/null/bu4,duan1
不独/null/null/bu4,du2
不断/null/null/bu4,duan4
不对/null/null/bu2,dui4
不二/null/null/bu4,er4
不乏/null/null/bu4,fa2
不法/null/null/bu4,fa3
不犯/null/null/bu4,fan4
不凡/null/null/bu4,fan2
不妨/null/null/bu4,fang2
不分/null/null/bu4,fen1
不忿/null/null/bu4,fen4
不服/null/null/bu4,fu2
不符/null/null/bu4,fu2
不甘/null/null/bu4,gan1
不该/null/null/bu4,gai1
不干/null/null/bu4,gan4
不敢/null/null/bu4,gan3
不公/null/null/bu4,gong1
不恭/null/null/bu4,gong1
不苟/null/null/bu4,gou3
不够/null/null/bu4,gou4
不顾/null/null/bu4,gu4
不关/null/null/bu4,guan1
不管/null/null/bu4,guan3
不轨/null/null/bu4,gui3
不光/null/null/bu4,guang1
不果/null/null/bu4,guo3
不过/null/null/bu4,guo4
不好/null/null/bu4,hao3
不合/null/null/bu4,he2
不和/null/null/bu4,he2
不遑/null/null/bu4,huang2
不会/null/null/bu2,hui4
不讳/null/null/bu4,hui4
不惑/null/null/bu4,huo4
不羁/null/null/bu4,ji1
不计/null/null/bu4,ji4
不及/null/null/bu4,ji2
不济/null/null/bu4,ji4
不佳/null/null/bu4,jia1
不假/null/null/bu4,jia3
不减/null/null/bu4,jian3
不检/null/null/bu4,jian3
不见/null/null/bu2,jian4
不洁/null/null/bu4,jie2
不解/null/null/bu4,jie3
不仅/null/null/bu4,jin3
不尽/null/null/bu4,jin4
不禁/null/null/bu4,jin1
不敬/null/null/bu4,jing4
不拘/null/null/bu4,ju1
不久/null/null/bu4,jiu3
不具/null/null/bu4,ju4
不倦/null/null/bu4,juan4
不觉/null/null/bu4,jue2
不均/null/null/bu4,jun1
不堪/null/null/bu4,kan1
不可/null/null/bu4,ke3
不克/null/null/bu4,ke4
不肯/null/null/bu4,ken3
不快/null/null/bu4,kuai4
不愧/null/null/bu4,kui4
不赖/null/null/bu4,lai4
不理/null/null/bu4,li3
不力/null/null/bu4,li4
不利/null/null/bu4,li4
不良/null/null/bu4,liang2
不了/null/null/bu4,liao3
不料/null/null/bu4,liao4
不吝/null/null/bu4,lin4
不灵/null/null/bu4,ling2
不论/null/null/bu4,lun4
不满/null/null/bu4,man3
不毛/null/null/bu4,mao2
不免/null/null/bu4,mian3
不妙/null/null/bu4,miao4
不敏/null/null/bu4,min3
不明/null/null/bu4,ming2
不耐/null/null/bu4,nai4
不能/null/null/bu4,neng2
不宁/null/null/bu4,ning2
不佞/null/null/bu4,ning4
不怕/null/null/bu4,pa4
不配/null/null/bu4,pei4
不平/null/null/bu4,ping2
不期/null/null/bu4,qi1
不齐/null/null/bu4,qi2
不起/null/null/bu4,qi3
不巧/null/null/bu4,qiao3
不屈/null/null/bu4,qu1
不然/null/null/bu4,ran2
不让/null/null/bu4,rang4
不仁/null/null/bu4,ren2
不忍/null/null/bu4,ren3
不容/null/null/bu4,rong2
不日/null/null/bu4,ri4
不如/null/null/bu4,ru2
不若/null/null/bu4,ruo4
不少/null/null/bu4,shao3
不善/null/null/bu4,shan4
不舍/null/null/bu4,she3
不甚/null/null/bu4,shen4
不慎/null/null/bu4,shen4
不胜/null/null/bu4,sheng4
不时/null/null/bu4,shi2
不实/null/null/bu4,shi2
不是/null/null/bu2,shi4
不适/null/null/bu4,shi4
不熟/null/null/bu4,shu2
不衰/null/null/bu4,shuai1
不爽/null/null/bu4,shuang3
不俗/null/null/bu4,su2
不算/null/null/bu4,suan4
不遂/null/null/bu4,sui2
不听/null/null/bu4,ting1
不通/null/null/bu4,tong1
不同/null/null/bu4,tong2
不妥/null/null/bu4,tuo3
不图/null/null/bu4,tu2
不外/null/null/bu4,wai4
不枉/null/null/bu4,wang3
不韪/null/null/bu4,wei3
不惟/null/null/bu4,wei2
不文/null/null/bu4,wen2
不问/null/null/bu4,wen4
不稳/null/null/bu4,wen3
不无/null/null/bu4,wu2
不息/null/null/bu4,xi1
不惜/null/null/bu4,xi1
不暇/null/null/bu4,xia2
不下/null/null/bu4,xia4
不详/null/null/bu4,xiang2
不祥/null/null/bu4,xiang2
不想/null/null/bu4,xiang3
不象/null/null/bu4,xiang4
不像/null/null/bu4,xiang4
不消/null/null/bu4,xiao1
不孝/null/null/bu4,xiao4
不肖/null/null/bu4,xiao4
不懈/null/null/bu4,xie4
不屑/null/null/bu4,xie4
不信/null/null/bu4,xin4
不兴/null/null/bu4,xing1
不行/null/null/bu4,xing2
不幸/null/null/bu4,xing4
不休/null/null/bu4,xiu1
不朽/null/null/bu4,xiu3
不修/null/null/bu4,xiu1
不须/null/null/bu4,xu1
不许/null/null/bu4,xu3
不恤/null/null/bu4,xu4
不逊/null/null/bu4,xun4
不雅/null/null/bu4,ya3
不厌/null/null/bu4,yan4
不扬/null/null/bu4,yang2
不要/null/null/bu2,yao4
不一/null/null/bu4,yi1
不依/null/null/bu4,yi1
不宜/null/null/bu4,yi2
不已/null/null/bu4,yi3
不义/null/null/bu2,yi4
不亦/null/null/bu4,yi4
不易/null/null/bu4,yi4
不意/null/null/bu4,yi4
不用/null/null/bu4,yong4
不由/null/null/bu4,you2
不虞/null/null/bu4,yu2
不育/null/null/bu4,yu4
不遇/null/null/bu4,yu4
不再/null/null/bu4,zai4
不孕/null/null/bu4,yun4
不曾/null/null/bu4,ceng2
不在/null/null/bu4,zai4
不振/null/null/bu4,zhen4
不争/null/null/bu4,zheng1
不支/null/null/bu4,zhi1
不正/null/null/bu4,zheng4
不值/null/null/bu4,zhi2
不止/null/null/bu4,zhi3
不只/null/null/bu4,zhi3
不治/null/null/bu4,zhi4
不致/null/null/bu4,zhi4
不智/null/null/bu4,zhi4
不中/null/null/bu4,zhong1
不周/null/null/bu4,zhou1
不足/null/null/bu4,zu2
不住/null/null/bu2,zhu4
不准/null/null/bu4,zhun3
布丁/null/null/bu4,ding1
布景/null/null/bu4,jing3
布头/null/null/bu4,tou2
步调/null/null/bu4,diao4
步行/null/null/bu4,xing2
部长/null/null/bu4,zhang3
部分/null/null/bu4,fen4
部将/null/null/bu4,jiang4
部落/null/null/bu4,luo4
部头/null/null/bu4,tou2
部属/null/null/bu4,shu3
部委/null/null/bu4,wei3
簿册/null/null/bu4,ce4
簿籍/null/null/bu4,ji2
簿记/null/null/bu4,ji4
簿子/null/null/bu4,zi3
擦背/null/null/ca1,bei4
猜度/null/null/cai1,duo2
擦洗/null/null/ca1,xi3
才分/null/null/cai2,fen4
才华/null/null/cai2,hua2
才干/null/null/cai2,gan4
才能/null/null/cai2,neng2
才女/null/null/cai2,nv3
才识/null/null/cai2,shi2
才思/null/null/cai2,si1
财会/null/null/cai2,kuai4
裁并/null/null/cai2,bing4
裁度/null/null/cai2,duo2
裁处/null/null/cai2,chu3
裁缝/null/null/cai2,feng2
裁量/null/null/cai2,liang4
采办/null/null/cai3,ban4
裁员/null/null/cai2,yuan2
采采/null/null/cai3,cai3
采茶/null/null/cai3,cha2
采访/null/null/cai3,fang3
采伐/null/null/cai3,fa2
采风/null/null/cai3,feng1
采购/null/null/cai3,gou4
采集/null/null/cai3,ji2
采花/null/null/cai3,hua1
采光/null/null/cai3,guang1
采掘/null/null/cai3,jue2
采矿/null/null/cai3,kuang4
采买/null/null/cai3,mai3
采录/null/null/cai3,lu4
采煤/null/null/cai3,mei2
采纳/null/null/cai3,na4
采暖/null/null/cai3,nuan3
采区/null/null/cai3,qu1
采取/null/null/cai3,qu3
采桑/null/null/cai3,sang1
采石/null/null/cai3,shi2
采食/null/null/cai3,shi2
采收/null/null/cai3,shou1
采撷/null/null/cai3,xie2
采写/null/null/cai3,xie3
采样/null/null/cai3,yang4
采药/null/null/cai3,yao4
采邑/null/null/cai4,yi4
采用/null/null/cai3,yong4
采油/null/null/cai3,you2
采运/null/null/cai3,yun4
采择/null/null/cai3,ze2
采制/null/null/cai3,zhi4
采种/null/null/cai3,zhong3
采摘/null/null/cai3,zhai1
彩排/null/null/cai3,pai2
菜单/null/null/cai4,dan1
菜羊/null/null/cai4,yang2
参拜/null/null/can1,bai4
参半/null/null/can1,ban4
参差/null/null/cen1,ci1
参禅/null/null/can1,chan2
参错/null/null/cen1,cuo4
参访/null/null/can1,fang3
参观/null/null/can1,guan1
参劾/null/null/can1,he2
参加/null/null/can1,jia1
参合/null/null/can1,he2
参检/null/null/can1,jian3
参见/null/null/can1,jian4
参军/null/null/can1,jun1
参看/null/null/can1,kan4
参考/null/null/can1,kao3
参量/null/null/can1,liang4
参谋/null/null/can1,mou2
参赛/null/null/can1,sai4
参商/null/null/shen1,shang1
参事/null/null/can1,shi4
参数/null/null/can1,shu4
参天/null/null/can1,tian1
参透/null/null/can1,tou4
参悟/null/null/can1,wu4
参校/null/null/can1,jiao4
参选/null/null/can1,xuan3
参谒/null/null/can1,ye4
参议/null/null/can1,yi4
参预/null/null/can1,yu4
参与/null/null/can1,yu4
参阅/null/null/can1,yue4
参赞/null/null/can1,zan4
参杂/null/null/can1,za2
参战/null/null/can1,zhan4
参展/null/null/can1,zhan3
参照/null/null/can1,zhao4
参酌/null/null/can1,zhuo2
参政/null/null/can1,zheng4
餐车/null/null/can1,che1
残暴/null/null/can2,bao4
残卷/null/null/can2,juan4
残毒/null/null/can2,du2
残片/null/null/can2,pian4
蚕蛾/null/null/can2,e2
蚕沙/null/null/can2,sha1
蚕食/null/null/can2,shi2
蚕种/null/null/can2,zhong3
惭怍/null/null/can2,zuo4
仓颉/null/null/cang1,jie2
仓卒/null/null/cang1,cu4
伧俗/null/null/cang1,su2
苍劲/null/null/cang1,jing4
苍凉/null/null/cang1,liang2
苍头/null/null/cang1,tou2
苍术/null/null/cang1,zhu2
苍哑/null/null/cang1,ya3
藏躲/null/null/cang2,duo3
藏锋/null/null/cang2,feng1
藏奸/null/null/cang2,jian1
藏蓝/null/null/zang4,lan2
藏历/null/null/zang4,li4
藏匿/null/null/cang2,ni4
藏青/null/null/zang4,qing1
藏身/null/null/cang2,shen1
藏书/null/null/cang2,shu1
藏戏/null/null/zang4,xi4
藏香/null/null/cang2,xiang1
藏掖/null/null/cang2,ye4
藏拙/null/null/cang2,zhuo1
藏踪/null/null/cang2,zong1
藏族/null/null/zang4,zu2
操场/null/null/cao1,chang3
操切/null/null/cao1,qie4
操纵/null/null/cao1,zong4
操行/null/null/cao1,xing2
槽车/null/null/cao2,che1
槽坊/null/null/cao2,fang1
槽钢/null/null/cao2,gang1
槽头/null/null/cao2,tou2
草场/null/null/cao3,chang3
草创/null/null/cao3,chuang4
草地/null/null/cao3,di4
草垛/null/null/cao3,duo3
草芥/null/null/cao3,jie4
草率/null/null/cao3,shuai4
草绿/null/null/cao3,lv4
草体/null/null/cao3,ti3
草约/null/null/cao3,yue1
草泽/null/null/cao3,ze2
侧柏/null/null/ce4,bai3
侧边/null/null/ce4,bian1
侧耳/null/null/ce4,er3
侧根/null/null/ce4,gen1
侧击/null/null/ce4,ji1
侧记/null/null/ce4,ji4
侧近/null/null/ce4,jin4
侧门/null/null/ce4,men2
侧面/null/null/ce4,mian4
侧目/null/null/ce4,mu4
侧身/null/null/ce4,shen1
侧视/null/null/ce4,shi4
侧室/null/null/ce4,shi4
侧卧/null/null/ce4,wo4
侧向/null/null/ce4,xiang4
侧芽/null/null/ce4,ya2
侧翼/null/null/ce4,yi4
侧影/null/null/ce4,ying3
侧泳/null/null/ce4,yong3
侧重/null/null/ce4,zhong4
侧枝/null/null/ce4,zhi1
恻隐/null/null/ce4,yin3
测度/null/null/ce4,duo2
测量/null/null/ce4,liang2
策划/null/null/ce4,hua4
策论/null/null/ce4,lun4
策应/null/null/ce4,ying4
叉烧/null/null/cha1,shao1
叉车/null/null/cha1,che1
叉路/null/null/cha1,lu4
叉手/null/null/cha1,shou3
杈子/null/null/cha1,zi3
叉腰/null/null/cha1,yao1
叉子/null/null/cha1,zi3
插屏/null/null/cha1,ping2
插曲/null/null/cha1,qu3
插条/null/null/cha1,tiao2
查案/null/null/cha2,an4
插头/null/null/cha1,tou2
查办/null/null/cha2,ban4
查查/null/null/zha1,zha1
查抄/null/null/cha2,chao1
查处/null/null/cha2,chu3
查点/null/null/cha2,dian3
查对/null/null/cha2,dui4
查房/null/null/cha2,fang2
查访/null/null/cha2,fang3
查封/null/null/cha2,feng1
查岗/null/null/zha1,gang3
查核/null/null/zha1,he2
查获/null/null/cha2,huo4
查缉/null/null/zha1,ji1
查检/null/null/zha1,jian3
查禁/null/null/cha2,jin4
查究/null/null/cha2,jiu1
查勘/null/null/cha2,kan1
查看/null/null/zha1,kan4
查考/null/null/cha2,kao3
查扣/null/null/cha2,kou4
查明/null/null/cha2,ming2
查铺/null/null/cha2,pu4
查勤/null/null/zha1,qin2
查哨/null/null/cha2,shao4
查清/null/null/cha2,qing1
查实/null/null/cha2,shi2
查收/null/null/cha2,shou1
查私/null/null/cha2,si1
查问/null/null/cha2,wen4
查询/null/null/cha2,xun2
查验/null/null/cha2,yan4
查夜/null/null/cha2,ye4
查阅/null/null/cha2,yue4
查帐/null/null/zha1,zhang4
查账/null/null/cha2,zhang4
查找/null/null/cha2,zhao3
查证/null/null/cha2,zheng4
查照/null/null/zha1,zhao4
茶场/null/null/cha2,chang3
茶匙/null/null/cha2,chi2
茶坊/null/null/cha2,fang1
茶会/null/null/cha2,hui4
茶几/null/null/cha2,ji1
茶食/null/null/cha2,shi2
茶汤/null/null/cha2,tang1
察觉/null/null/cha2,jue2
茶叶/null/null/cha2,ye4
察看/null/null/cha2,kan4
碴儿/null/null/cha2,er2
汊港/null/null/cha4,gang3
差别/null/null/cha1,bie2
差池/null/null/cha1,chi2
差错/null/null/cha1,cuo4
差等/null/null/cha4,deng3
差点/null/null/cha4,dian3
差官/null/null/cha4,guan1
差额/null/null/cha1,e2
差价/null/null/cha1,jia4
差可/null/null/cha1,ke3
差劲/null/null/cha4,jin4
差距/null/null/cha1,ju4
差使/null/null/chai1,shi3
差遣/null/null/chai1,qian3
差失/null/null/cha4,shi1
差事/null/null/chai1,shi4
差数/null/null/cha1,shu4
差误/null/null/cha4,wu4
差异/null/null/cha1,yi4
差役/null/null/chai1,yi4
拆穿/null/null/chai1,chuan1
拆除/null/null/chai1,chu2
拆毁/null/null/chai1,hui3
拆伙/null/null/chai1,huo3
拆建/null/null/chai1,jian4
拆借/null/null/chai1,jie4
拆开/null/null/chai1,kai1
拆散/null/null/chai1,san4
拆迁/null/null/chai1,qian1
拆卖/null/null/chai1,mai4
拆台/null/null/chai1,tai2
拆息/null/null/chai1,xi1
拆洗/null/null/chai1,xi3
拆线/null/null/chai1,xian4
拆卸/null/null/chai1,xie4
拆字/null/null/chai1,zi4
柴垛/null/null/chai2,duo3
掺和/null/null/chan1,huo5
搀兑/null/null/chan1,dui4
搀和/null/null/chan1,huo5
搀假/null/null/chan1,jia3
婵媛/null/null/chan2,yuan2
孱弱/null/null/chan2,ruo4
禅定/null/null/chan2,ding4
禅房/null/null/chan2,fang2
禅机/null/null/chan2,ji1
禅林/null/null/chan2,lin2
禅门/null/null/chan2,men2
禅让/null/null/shan4,rang4
禅师/null/null/chan2,shi1
禅堂/null/null/chan2,tang2
禅悟/null/null/chan2,wu4
禅心/null/null/chan2,xin1
禅学/null/null/chan2,xue2
禅意/null/null/chan2,yi4
禅院/null/null/chan2,yuan4
禅杖/null/null/chan2,zhang4
禅宗/null/null/chan2,zong1
缠结/null/null/chan2,jie2
缠磨/null/null/chan2,mo2
产地/null/null/chan3,di4
产假/null/null/chan3,jia4
产量/null/null/chan3,liang4
产期/null/null/chan3,qi1
颤颤/null/null/chan4,chan4
颤动/null/null/chan4,dong4
颤抖/null/null/chan4,dou3
颤栗/null/null/zhan4,li4
颤声/null/null/chan4,sheng1
颤音/null/null/chan4,yin1
颤悠/null/null/chan4,you1
昌乐/null/null/chang1,le4
昌盛/null/null/chang1,sheng4
长安/null/null/chang2,an1
长辈/null/null/zhang3,bei4
长坂/null/null/chang2,ban3
长编/null/null/chang2,bian1
长膘/null/null/zhang3,biao1
长波/null/null/chang2,bo1
长策/null/null/chang2,ce4
长长/null/null/chang2,chang2
长成/null/null/chang2,cheng2
长城/null/null/chang2,cheng2
长虫/null/null/chang2,chong2
长处/null/null/chang2,chu4
长川/null/null/chang2,chuan1
长春/null/null/chang2,chun1
长辞/null/null/chang2,ci2
长存/null/null/chang2,cun2
长大/null/null/zhang3,da4
长笛/null/null/chang2,di2
长调/null/null/chang2,diao4
长度/null/null/chang2,du4
长短/null/null/chang2,duan3
长队/null/null/chang2,dui4
长发/null/null/chang2,fa4
长法/null/null/chang2,fa3
长房/null/null/zhang3,fang2
长工/null/null/chang2,gong1
长庚/null/null/chang2,geng1
长鼓/null/null/chang2,gu3
长褂/null/null/chang2,gua4
长官/null/null/zhang3,guan1
长跪/null/null/chang2,gui4
长号/null/null/chang2,hao4
长河/null/null/chang2,he2
长话/null/null/chang2,hua4
长虹/null/null/chang2,hong2
长活/null/null/chang2,huo2
长假/null/null/chang2,jia4
长机/null/null/chang2,ji1
长剑/null/null/chang2,jian4
长江/null/null/chang2,jiang1
长街/null/null/chang2,jie1
长进/null/null/zhang3,jin4
长久/null/null/chang2,jiu3
长局/null/null/chang2,ju2
长句/null/null/chang2,ju4
长卷/null/null/chang2,juan4
长空/null/null/chang2,kong1
长裤/null/null/chang2,ku4
长廊/null/null/chang2,lang2
长老/null/null/zhang3,lao3
长乐/null/null/chang2,le4
长吏/null/null/zhang3,li4
长流/null/null/chang2,iu2
长龙/null/null/chang2,long2
长毛/null/null/chang2,mao2
长矛/null/null/chang2,mao2
长门/null/null/chang2,men2
长眠/null/null/chang2,mian2
长鸣/null/null/chang2,ming2
长命/null/null/chang2,ming4
长男/null/null/chang2,nan2
长年/null/null/chang2,nian2
长女/null/null/chang2,nv3
长袍/null/null/chang2,pao2
长跑/null/null/chang2,pao3
长篇/null/null/chang2,pian1
长期/null/null/chang2,qi1
长崎/null/null/chang2,qi2
长枪/null/null/chang2,qiang1
长亲/null/null/zhang3,qin1
长青/null/null/chang2,qing1
长驱/null/null/chang2,qu1
长拳/null/null/chang2,quan2
长沙/null/null/chang2,sha1
长衫/null/null/chang2,shan1
长上/null/null/zhang3,shang4
长生/null/null/chang2,sheng1
长舌/null/null/chang2,she2
长诗/null/null/chang2,shi1
长石/null/null/chang2,shi2
长势/null/null/zhang3,shi4
长逝/null/null/chang2,shi4
长寿/null/null/chang2,shou4
长随/null/null/chang2,sui2
长孙/null/null/zhang3,sun1
长谈/null/null/chang2,tan2
长叹/null/null/chang2,tan4
长天/null/null/chang2,tian1
长条/null/null/chang2,tiao2
长汀/null/null/chang2,ting1
长亭/null/null/chang2,ting2
长途/null/null/chang2,tu2
长统/null/null/chang2,tong3
长袜/null/null/chang2,wa4
长物/null/null/zhang4,wu4
长夏/null/null/chang2,xia4
长线/null/null/chang2,xian4
长相/null/null/zhang3,xiang4
长啸/null/null/chang2,xiao4
长兴/null/null/chang2,xing1
长兄/null/null/zhang3,xiong1
长性/null/null/chang2,xing4
长袖/null/null/chang2,xiu4
长夜/null/null/chang2,ye4
长衣/null/null/chang2,yi1
长揖/null/null/chang2,yi1
长音/null/null/chang2,yin1
长吟/null/null/chang2,yin2
长缨/null/null/chang2,ying1
长幼/null/null/chang2,you4
长于/null/null/chang2,yu2
长圆/null/null/chang2,yuan2
长远/null/null/chang2,yuan3
长斋/null/null/chang2,zhai1
长征/null/null/chang2,zheng1
长者/null/null/zhang3,zhe3
长子/null/null/zhang3,zi3
长足/null/null/chang2,zu2
尝鲜/null/null/chang2,xian1
偿还/null/null/chang2,huan2
常服/null/null/chang2,fu2
厂长/null/null/chang3,zhang3
厂房/null/null/chang3,fang2
厂规/null/null/chang3,gui1
厂家/null/null/chang3,jia1
厂矿/null/null/chang3,kuang4
厂商/null/null/chang3,shang1
厂史/null/null/chang3,shi3
厂休/null/null/chang3,xiu1
厂子/null/null/chang3,zi3
场次/null/null/chang3,ci4
场地/null/null/chang3,di4
场记/null/null/chang3,ji4
场合/null/null/chang3,he2
场景/null/null/chang3,jing3
场面/null/null/chang3,mian4
场所/null/null/chang3,suo3
场屋/null/null/chang3,wu1
场子/null/null/chang3,zi5
场院/null/null/chang2,yuan4
敞车/null/null/chang3,che1
畅行/null/null/chang4,xing2
倡导/null/null/chang4,dao3
倡言/null/null/chang4,yan2
倡议/null/null/chang4,yi4
倡优/null/null/chang4,you1
唱和/null/null/chang4,he4
唱头/null/null/chang4,tou2
抄查/null/null/chao1,zha1
抄家/null/null/chao1,jia1
钞票/null/null/chao1,piao4
抄没/null/null/chao1,mei2
超车/null/null/chao1,che1
超度/null/null/chao1,du4
超过/null/null/chao1,guo4
超假/null/null/chao1,jia3
超员/null/null/chao1,yuan2
超载/null/null/chao1,zai4
超重/null/null/chao1,zhong4
朝拜/null/null/chao2,bai4
朝代/null/null/chao2,dai4
朝臣/null/null/chao2,chen2
朝服/null/null/chao2,fu2
朝纲/null/null/chao2,gang1
朝贡/null/null/chao2,gong4
朝晖/null/null/zhao1,hui1
朝见/null/null/chao2,jian4
朝觐/null/null/chao2,jin4
朝露/null/null/zhao1,lu4
朝暮/null/null/zhao1,mu4
朝气/null/null/zhao1,qi4
朝日/null/null/chao2,ri4
朝上/null/null/chao2,shang4
朝圣/null/null/chao2,sheng4
朝天/null/null/chao2,tian1
朝廷/null/null/chao2,ting2
朝夕/null/null/zhao1,xi1
朝霞/null/null/zhao1,xia2
朝阳/null/null/zhao1,chao2,yang2
朝向/null/null/chao2,xiang4
朝野/null/null/chao2,ye3
朝政/null/null/chao2,zheng4
朝着/null/null/chao2,zhe5
嘲讽/null/null/chao2,feng3
嘲笑/null/null/chao2,xiao4
嘲弄/null/null/chao2,nong4
嘲谑/null/null/chao2,xue4
嘲哳/null/null/zhao1,zha1
潮红/null/null/chao2,hong2
潮解/null/null/chao2,jie3
潮头/null/null/chao2,tou2
潮涌/null/null/chao2,yong3
吵吵/null/null/chao1,chao5
吵翻/null/null/chao3,fan1
吵架/null/null/chao3,jia4
吵闹/null/null/chao3,nao4
吵嚷/null/null/chao3,rang3
吵扰/null/null/chao3,rao3
吵嘴/null/null/chao3,zui3
车把/null/null/che1,ba3
车帮/null/null/che1,bang1
车场/null/null/che1,chang3
车船/null/null/che1,chuan2
车床/null/null/che1,chuang2
车窗/null/null/che1,chuang1
车次/null/null/che1,ci4
车刀/null/null/che1,dao1
车道/null/null/che1,dao4
车灯/null/null/che1,deng1
车队/null/null/che1,dui4
车费/null/null/che1,fei4
车夫/null/null/che1,fu1
车辐/null/null/che1,fu2
车盖/null/null/che1,gai4
车工/null/null/che1,gong1
车钩/null/null/che1,gou1
车技/null/null/che1,ji4
车祸/null/null/che1,huo4
车价/null/null/che1,jia4
车驾/null/null/che1,jia4
车间/null/null/che1,jian1
车架/null/null/che1,jia4
车库/null/null/che1,ku4
车辆/null/null/che1,liang4
车裂/null/null/che1,lie4
车流/null/null/che1,iu2
车铃/null/null/che1,ling2
车轮/null/null/che1,lun2
车马/null/null/che1,ma3
车门/null/null/che1,men2
车盘/null/null/che1,pan2
车皮/null/null/che1,pi2
车票/null/null/che1,piao4
车前/null/null/che1,qian2
车钱/null/null/che1,qian2
车身/null/null/che1,shen1
车手/null/null/che1,shou3
车速/null/null/che1,su4
车胎/null/null/che1,tai1
车条/null/null/che1,tiao2
